EventID,Proyek,Sumber Lead,Tanggal,Hari Ke,Target Lead Harian,Leads Didapat,Cumulative Leads,Achievement %
EV-20260101-MLONGG-06,MLONGGO 1,Promo UTJ 250 Ribu,"Selasa, 03 Februari 2026",34,,0,4,
EV-20260101-MLONGG-07,MLONGGO 2,Promo UTJ 250 Ribu,"Selasa, 03 Februari 2026",34,,0,2,
EV-20260101-MLONGG-10,MLONGGO 1,Brosur 2 Muka,"Selasa, 03 Februari 2026",34,,0,0,
EV-20260101-KUWASE-11,KUWASEN,Brosur 2 Muka,"Selasa, 03 Februari 2026",34,,0,4,
EV-20260101-KUWASE-20,KUWASEN,Promo UTJ 250 Ribu,"Selasa, 03 Februari 2026",34,,0,6,
EV-20260101-MLONGG-06,MLONGGO 1,Promo UTJ 250 Ribu,"Rabu, 04 Februari 2026",35,,0,4,
EV-20260101-MLONGG-07,MLONGGO 2,Promo UTJ 250 Ribu,"Rabu, 04 Februari 2026",35,,0,2,
EV-20260101-MLONGG-10,MLONGGO 1,Brosur 2 Muka,"Rabu, 04 Februari 2026",35,,0,0,
EV-20260101-KUWASE-11,KUWASEN,Brosur 2 Muka,"Rabu, 04 Februari 2026",35,,2,6,
EV-20260101-KUWASE-20,KUWASEN,Promo UTJ 250 Ribu,"Rabu, 04 Februari 2026",35,,0,6,
EV-20260101-MLONGG-06,MLONGGO 1,Promo UTJ 250 Ribu,"Kamis, 05 Februari 2026",36,,0,4,
EV-20260101-MLONGG-07,MLONGGO 2,Promo UTJ 250 Ribu,"Kamis, 05 Februari 2026",36,,0,2,
EV-20260101-MLONGG-10,MLONGGO 1,Brosur 2 Muka,"Kamis, 05 Februari 2026",36,,0,0,
EV-20260101-KUWASE-11,KUWASEN,Brosur 2 Muka,"Kamis, 05 Februari 2026",36,,3,9,
EV-20260101-KUWASE-20,KUWASEN,Promo UTJ 250 Ribu,"Kamis, 05 Februari 2026",36,,0,6,
EV-20260101-MLONGG-06,MLONGGO 1,Promo UTJ 250 Ribu,"Jumat, 06 Februari 2026",37,,0,4,
EV-20260101-MLONGG-07,MLONGGO 2,Promo UTJ 250 Ribu,"Jumat, 06 Februari 2026",37,,0,2,
EV-20260101-KUWASE-20,KUWASEN,Promo UTJ 250 Ribu,"Jumat, 06 Februari 2026",37,,0,6,
EV-20260101-MLONGG-10,MLONGGO 1,Brosur 2 Muka,"Jumat, 06 Februari 2026",37,,0,0,
EV-20260101-KUWASE-11,KUWASEN,Brosur 2 Muka,"Jumat, 06 Februari 2026",37,,2,11,
EV-20260101-MLONGG-06,MLONGGO 1,Promo UTJ 250 Ribu,"Senin, 09 Februari 2026",40,,0,4,
EV-20260101-MLONGG-07,MLONGGO 2,Promo UTJ 250 Ribu,"Senin, 09 Februari 2026",40,,0,2,
EV-20260101-KUWASE-20,KUWASEN,Promo UTJ 250 Ribu,"Senin, 09 Februari 2026",40,,0,6,
EV-20260101-MLONGG-10,MLONGGO 1,Brosur 2 Muka,"Senin, 09 Februari 2026",40,,0,0,
EV-20260101-KUWASE-11,KUWASEN,Brosur 2 Muka,"Senin, 09 Februari 2026",40,,5,16,
EV-20260101-MLONGG-06,MLONGGO 1,Promo UTJ 250 Ribu,"Selasa, 10 Februari 2026",41,,0,4,
EV-20260101-MLONGG-07,MLONGGO 2,Promo UTJ 250 Ribu,"Selasa, 10 Februari 2026",41,,0,2,
EV-20260101-KUWASE-20,KUWASEN,Promo UTJ 250 Ribu,"Selasa, 10 Februari 2026",41,,0,6,
EV-20260101-MLONGG-10,MLONGGO 1,Brosur 2 Muka,"Selasa, 10 Februari 2026",41,,0,0,
EV-20260101-KUWASE-11,KUWASEN,Brosur 2 Muka,"Selasa, 10 Februari 2026",41,,4,20,
EV-20260101-MLONGG-06,MLONGGO 1,Promo UTJ 250 Ribu,"Rabu, 11 Februari 2026",42,,0,4,
EV-20260101-MLONGG-07,MLONGGO 2,Promo UTJ 250 Ribu,"Rabu, 11 Februari 2026",42,,0,2,
EV-20260101-KUWASE-20,KUWASEN,Promo UTJ 250 Ribu,"Rabu, 11 Februari 2026",42,,0,6,
EV-20260101-MLONGG-10,MLONGGO 1,Brosur 2 Muka,"Rabu, 11 Februari 2026",42,,0,0,
EV-20260101-KUWASE-11,KUWASEN,Brosur 2 Muka,"Rabu, 11 Februari 2026",42,,2,22,
EV-20260101-MLONGG-06,MLONGGO 1,Promo UTJ 250 Ribu,"Kamis, 12 Februari 2026",43,,0,4,
EV-20260101-MLONGG-07,MLONGGO 2,Promo UTJ 250 Ribu,"Kamis, 12 Februari 2026",43,,0,2,
EV-20260101-KUWASE-20,KUWASEN,Promo UTJ 250 Ribu,"Kamis, 12 Februari 2026",43,,0,6,
EV-20260101-MLONGG-10,MLONGGO 1,Brosur 2 Muka,"Kamis, 12 Februari 2026",43,,0,0,
EV-20260101-KUWASE-11,KUWASEN,Brosur 2 Muka,"Kamis, 12 Februari 2026",43,,3,25,
EV-20260101-MLONGG-06,MLONGGO 1,Promo UTJ 250 Ribu,"Jumat, 13 Februari 2026",44,,0,4,
EV-20260101-MLONGG-07,MLONGGO 2,Promo UTJ 250 Ribu,"Jumat, 13 Februari 2026",44,,0,2,
EV-20260101-KUWASE-20,KUWASEN,Promo UTJ 250 Ribu,"Jumat, 13 Februari 2026",44,,0,6,
EV-20260101-MLONGG-10,MLONGGO 1,Brosur 2 Muka,"Jumat, 13 Februari 2026",44,,0,0,
EV-20260101-KUWASE-11,KUWASEN,Brosur 2 Muka,"Jumat, 13 Februari 2026",44,,3,28,
EV-20260101-MADIUN-04,MADIUN 2 PERLUASAN,Tutup Atap Belakang,"Kamis, 01 Januari 2026",1,,0,0,
EV-20260101-MADIUN-04,MADIUN 2 PERLUASAN,Tutup Atap Belakang,"Jumat, 02 Januari 2026",2,,1,1,
EV-20260101-MADIUN-04,MADIUN 2 PERLUASAN,Tutup Atap Belakang,"Sabtu, 03 Januari 2026",3,,0,1,
EV-20260101-MADIUN-04,MADIUN 2 PERLUASAN,Tutup Atap Belakang,"Minggu, 04 Januari 2026",4,,0,1,
EV-20260101-MADIUN-04,MADIUN 2 PERLUASAN,Tutup Atap Belakang,"Senin, 05 Januari 2026",5,,4,5,
EV-20260101-MADIUN-04,MADIUN 2 PERLUASAN,Tutup Atap Belakang,"Selasa, 06 Januari 2026",6,,1,6,
EV-20260101-MADIUN-04,MADIUN 2 PERLUASAN,Tutup Atap Belakang,"Rabu, 07 Januari 2026",7,,0,6,
EV-20260101-MADIUN-04,MADIUN 2 PERLUASAN,Tutup Atap Belakang,"Kamis, 08 Januari 2026",8,,0,6,
EV-20260101-MADIUN-04,MADIUN 2 PERLUASAN,Tutup Atap Belakang,"Jumat, 09 Januari 2026",9,,1,7,
EV-20260101-MADIUN-04,MADIUN 2 PERLUASAN,Tutup Atap Belakang,"Sabtu, 10 Januari 2026",10,,0,7,
EV-20260101-MADIUN-04,MADIUN 2 PERLUASAN,Tutup Atap Belakang,"Minggu, 11 Januari 2026",11,,0,7,
EV-20260101-MADIUN-04,MADIUN 2 PERLUASAN,Tutup Atap Belakang,"Senin, 12 Januari 2026",12,,2,9,
EV-20260101-MADIUN-04,MADIUN 2 PERLUASAN,Tutup Atap Belakang,"Selasa, 13 Januari 2026",13,,0,9,
EV-20260101-MADIUN-04,MADIUN 2 PERLUASAN,Tutup Atap Belakang,"Rabu, 14 Januari 2026",14,,0,9,
EV-20260101-MADIUN-04,MADIUN 2 PERLUASAN,Tutup Atap Belakang,"Kamis, 15 Januari 2026",15,,0,9,
EV-20260101-MADIUN-04,MADIUN 2 PERLUASAN,Tutup Atap Belakang,"Jumat, 16 Januari 2026",16,,0,9,
EV-20260101-MADIUN-04,MADIUN 2 PERLUASAN,Tutup Atap Belakang,"Sabtu, 17 Januari 2026",17,,0,9,
EV-20260101-MADIUN-04,MADIUN 2 PERLUASAN,Tutup Atap Belakang,"Minggu, 18 Januari 2026",18,,0,9,
EV-20260101-MADIUN-04,MADIUN 2 PERLUASAN,Tutup Atap Belakang,"Senin, 19 Januari 2026",19,,1,10,
EV-20260101-MADIUN-04,MADIUN 2 PERLUASAN,Tutup Atap Belakang,"Selasa, 20 Januari 2026",20,,0,10,
EV-20260101-MADIUN-04,MADIUN 2 PERLUASAN,Tutup Atap Belakang,"Rabu, 21 Januari 2026",21,,2,12,
EV-20260101-MADIUN-04,MADIUN 2 PERLUASAN,Tutup Atap Belakang,"Kamis, 22 Januari 2026",22,,0,12,
EV-20260101-MADIUN-04,MADIUN 2 PERLUASAN,Tutup Atap Belakang,"Jumat, 23 Januari 2026",23,,1,13,
EV-20260101-MADIUN-04,MADIUN 2 PERLUASAN,Tutup Atap Belakang,"Sabtu, 24 Januari 2026",24,,0,13,
EV-20260101-MADIUN-04,MADIUN 2 PERLUASAN,Tutup Atap Belakang,"Minggu, 25 Januari 2026",25,,0,13,
EV-20260101-MADIUN-04,MADIUN 2 PERLUASAN,Tutup Atap Belakang,"Senin, 26 Januari 2026",26,,0,13,
EV-20260101-MADIUN-04,MADIUN 2 PERLUASAN,Tutup Atap Belakang,"Selasa, 27 Januari 2026",27,,2,15,
EV-20260101-MADIUN-04,MADIUN 2 PERLUASAN,Tutup Atap Belakang,"Rabu, 28 Januari 2026",28,,1,16,
EV-20260101-MADIUN-04,MADIUN 2 PERLUASAN,Tutup Atap Belakang,"Kamis, 29 Januari 2026",29,,0,16,
EV-20260101-MADIUN-04,MADIUN 2 PERLUASAN,Tutup Atap Belakang,"Jumat, 30 Januari 2026",30,,0,16,
EV-20260101-MADIUN-04,MADIUN 2 PERLUASAN,Tutup Atap Belakang,"Sabtu, 31 Januari 2026",31,,0,16,
EV-20260101-MADIUN-04,MADIUN 2 PERLUASAN,Tutup Atap Belakang,"Minggu, 01 Februari 2026",32,,0,16,
EV-20260101-MADIUN-04,MADIUN 2 PERLUASAN,Tutup Atap Belakang,"Senin, 02 Februari 2026",33,,0,16,
EV-20260101-MADIUN-04,MADIUN 2 PERLUASAN,Tutup Atap Belakang,"Selasa, 03 Februari 2026",34,,1,17,
EV-20260101-MADIUN-04,MADIUN 2 PERLUASAN,Tutup Atap Belakang,"Rabu, 04 Februari 2026",35,,1,18,
EV-20260101-MADIUN-04,MADIUN 2 PERLUASAN,Tutup Atap Belakang,"Kamis, 05 Februari 2026",36,,0,18,
EV-20260101-MADIUN-04,MADIUN 2 PERLUASAN,Tutup Atap Belakang,"Jumat, 06 Februari 2026",37,,3,21,
EV-20260101-MADIUN-04,MADIUN 2 PERLUASAN,Tutup Atap Belakang,"Sabtu, 07 Februari 2026",38,,0,21,
EV-20260101-MADIUN-04,MADIUN 2 PERLUASAN,Tutup Atap Belakang,"Minggu, 08 Februari 2026",39,,0,21,
EV-20260101-MADIUN-04,MADIUN 2 PERLUASAN,Tutup Atap Belakang,"Senin, 09 Februari 2026",40,,0,21,
EV-20260101-MADIUN-04,MADIUN 2 PERLUASAN,Tutup Atap Belakang,"Selasa, 10 Februari 2026",41,,1,22,
EV-20260101-MADIUN-04,MADIUN 2 PERLUASAN,Tutup Atap Belakang,"Rabu, 11 Februari 2026",42,,2,24,
EV-20260101-MADIUN-04,MADIUN 2 PERLUASAN,Tutup Atap Belakang,"Kamis, 12 Februari 2026",43,,0,24,
EV-20260101-MADIUN-04,MADIUN 2 PERLUASAN,Tutup Atap Belakang,"Jumat, 13 Februari 2026",44,,0,24,
EV-20260101-MADIUN-04,MADIUN 2 PERLUASAN,Tutup Atap Belakang,"Sabtu, 14 Februari 2026",45,,0,24,
EV-20260101-MADIUN-04,MADIUN 2 PERLUASAN,Tutup Atap Belakang,"Minggu, 15 Februari 2026",46,,0,24,
EV-20260101-MADIUN-04,MADIUN 2 PERLUASAN,Tutup Atap Belakang,"Senin, 16 Februari 2026",47,,2,26,
EV-20260101-MADIUN-04,MADIUN 2 PERLUASAN,Tutup Atap Belakang,"Selasa, 17 Februari 2026",48,,0,26,
EV-20260101-MADIUN-04,MADIUN 2 PERLUASAN,Tutup Atap Belakang,"Rabu, 18 Februari 2026",49,,0,26,
EV-20260101-MADIUN-04,MADIUN 2 PERLUASAN,Tutup Atap Belakang,"Kamis, 19 Februari 2026",50,,2,28,
EV-20260101-MADIUN-04,MADIUN 2 PERLUASAN,Tutup Atap Belakang,"Jumat, 20 Februari 2026",51,,0,28,
EV-20260101-MADIUN-04,MADIUN 2 PERLUASAN,Tutup Atap Belakang,"Sabtu, 21 Februari 2026",52,,0,28,
EV-20260101-MADIUN-04,MADIUN 2 PERLUASAN,Tutup Atap Belakang,"Minggu, 22 Februari 2026",53,,0,28,
EV-20260101-MADIUN-04,MADIUN 2 PERLUASAN,Tutup Atap Belakang,"Senin, 23 Februari 2026",54,,4,32,
EV-20260101-MADIUN-04,MADIUN 2 PERLUASAN,Tutup Atap Belakang,"Selasa, 24 Februari 2026",55,,0,32,
EV-20260101-MADIUN-04,MADIUN 2 PERLUASAN,Tutup Atap Belakang,"Rabu, 25 Februari 2026",56,,1,33,
EV-20260204-MADIUN-24,MADIUN 2 PERLUASAN,Brosur,"Rabu, 04 Februari 2026",1,,0,0,
EV-20260204-MADIUN-24,MADIUN 2 PERLUASAN,Brosur,"Kamis, 05 Februari 2026",2,,1,1,
EV-20260204-MADIUN-24,MADIUN 2 PERLUASAN,Brosur,"Jumat, 06 Februari 2026",3,,0,1,
EV-20260204-MADIUN-24,MADIUN 2 PERLUASAN,Brosur,"Sabtu, 07 Februari 2026",4,,0,1,
EV-20260204-MADIUN-24,MADIUN 2 PERLUASAN,Brosur,"Minggu, 08 Februari 2026",5,,0,1,
EV-20260204-MADIUN-24,MADIUN 2 PERLUASAN,Brosur,"Senin, 09 Februari 2026",6,,0,1,
EV-20260204-MADIUN-24,MADIUN 2 PERLUASAN,Brosur,"Selasa, 10 Februari 2026",7,,1,2,
EV-20260204-MADIUN-24,MADIUN 2 PERLUASAN,Brosur,"Rabu, 11 Februari 2026",8,,0,2,
EV-20260204-MADIUN-24,MADIUN 2 PERLUASAN,Brosur,"Kamis, 12 Februari 2026",9,,0,2,
EV-20260204-MADIUN-24,MADIUN 2 PERLUASAN,Brosur,"Jumat, 13 Februari 2026",10,,0,2,
EV-20260204-MADIUN-24,MADIUN 2 PERLUASAN,Brosur,"Sabtu, 14 Februari 2026",11,,0,2,
EV-20260204-MADIUN-24,MADIUN 2 PERLUASAN,Brosur,"Minggu, 15 Februari 2026",12,,0,2,
EV-20260204-MADIUN-24,MADIUN 2 PERLUASAN,Brosur,"Senin, 16 Februari 2026",13,,0,2,
EV-20260204-MADIUN-24,MADIUN 2 PERLUASAN,Brosur,"Selasa, 17 Februari 2026",14,,0,2,
EV-20260204-MADIUN-24,MADIUN 2 PERLUASAN,Brosur,"Rabu, 18 Februari 2026",15,,0,2,
EV-20260204-MADIUN-24,MADIUN 2 PERLUASAN,Brosur,"Kamis, 19 Februari 2026",16,,0,2,
EV-20260204-MADIUN-24,MADIUN 2 PERLUASAN,Brosur,"Jumat, 20 Februari 2026",17,,0,2,
EV-20260204-MADIUN-24,MADIUN 2 PERLUASAN,Brosur,"Sabtu, 21 Februari 2026",18,,0,2,
EV-20260204-MADIUN-24,MADIUN 2 PERLUASAN,Brosur,"Minggu, 22 Februari 2026",19,,0,2,
EV-20260204-MADIUN-24,MADIUN 2 PERLUASAN,Brosur,"Senin, 23 Februari 2026",20,,0,2,
EV-20260204-MADIUN-24,MADIUN 2 PERLUASAN,Brosur,"Selasa, 24 Februari 2026",21,,0,2,
EV-20260204-MADIUN-24,MADIUN 2 PERLUASAN,Brosur,"Rabu, 25 Februari 2026",22,,0,2,
EV-20260202-TEGAL-26,TEGAL,Promo DP 7 JT Cashback 2JT Kavling Selain Blok A,"Rabu, 25 Februari 2026",24,,0,0,
EV-20260101-PATI-05,PATI,Promo DP 1 Juta & UTJ 250 Ribu,"Minggu, 01 Februari 2026",32,,0,4,
EV-20260101-PATI-05,PATI,Promo DP 1 Juta & UTJ 250 Ribu,"Senin, 02 Februari 2026",33,,0,4,
EV-20260101-PATI-05,PATI,Promo DP 1 Juta & UTJ 250 Ribu,"Selasa, 03 Februari 2026",34,,1,5,
EV-20260101-PATI-05,PATI,Promo DP 1 Juta & UTJ 250 Ribu,"Rabu, 04 Februari 2026",35,,0,5,
EV-20260101-PATI-05,PATI,Promo DP 1 Juta & UTJ 250 Ribu,"Kamis, 05 Februari 2026",36,,0,5,
EV-20260207-PATI-25,PATI,Sewa Stand Tenant Pasar Imlek,"Jumat, 06 Februari 2026",0,,0,0,
EV-20260207-PATI-25,PATI,Sewa Stand Tenant Pasar Imlek,"Sabtu, 07 Februari 2026",1,,0,0,
EV-20260207-PATI-25,PATI,Sewa Stand Tenant Pasar Imlek,"Minggu, 08 Februari 2026",2,,0,0,
EV-20260207-PATI-25,PATI,Sewa Stand Tenant Pasar Imlek,"Senin, 09 Februari 2026",3,,0,0,
EV-20260207-PATI-25,PATI,Sewa Stand Tenant Pasar Imlek,"Selasa, 10 Februari 2026",4,,0,0,
EV-20260207-PATI-25,PATI,Sewa Stand Tenant Pasar Imlek,"Rabu, 11 Februari 2026",,,1,1,
EV-20260207-PATI-25,PATI,Sewa Stand Tenant Pasar Imlek,"Kamis, 12 Februari 2026",,,1,2,
EV-20260207-PATI-25,PATI,Sewa Stand Tenant Pasar Imlek,"Jumat, 13 Februari 2026",,,0,2,
EV-20260207-PATI-25,PATI,Sewa Stand Tenant Pasar Imlek,"Sabtu, 14 Februari 2026",,,0,2,
EV-20260207-PATI-25,PATI,Sewa Stand Tenant Pasar Imlek,"Minggu, 15 Februari 2026",,,1,3,
EV-20260207-PATI-25,PATI,Sewa Stand Tenant Pasar Imlek,"Senin, 16 Februari 2026",,,1,4,
EV-20260101-PATI-05,PATI,Promo DP 1 Juta & UTJ 250 Ribu,"Selasa, 17 Februari 2026",,,1,6,
EV-20260101-PATI-05,PATI,Promo DP 1 Juta & UTJ 250 Ribu,"Rabu, 18 Februari 2026",,,0,6,
EV-20260101-PATI-05,PATI,Promo DP 1 Juta & UTJ 250 Ribu,"Kamis, 19 Februari 2026",,,0,6,
EV-20260101-PATI-05,PATI,Promo DP 1 Juta & UTJ 250 Ribu,"Jumat, 20 Februari 2026",,,1,7,
EV-20260101-PATI-05,PATI,Promo DP 1 Juta & UTJ 250 Ribu,"Sabtu, 21 Februari 2026",,,0,7,
EV-20260101-PATI-05,PATI,Promo DP 1 Juta & UTJ 250 Ribu,"Minggu, 22 Februari 2026",,,1,8,
EV-20260101-PATI-05,PATI,Promo DP 1 Juta & UTJ 250 Ribu,"Senin, 23 Februari 2026",,,0,8,
EV-20260101-PATI-05,PATI,Promo DP 1 Juta & UTJ 250 Ribu,"Selasa, 24 Februari 2026",,,0,8,
EV-20260101-PATI-05,PATI,Promo DP 1 Juta & UTJ 250 Ribu,"Rabu, 25 Februari 2026",,,2,10,
EV-20260101-JERUKS-19,JERUKSAWIT 4,Perpanjang Promo DP 7 Juta All In,"Minggu, 01 Februari 2026",,,0,40,
EV-20260101-JERUKS-19,JERUKSAWIT 4,Perpanjang Promo DP 7 Juta All In,"Senin, 02 Februari 2026",,,1,41,
EV-20260101-JERUKS-19,JERUKSAWIT 4,Perpanjang Promo DP 7 Juta All In,"Selasa, 03 Februari 2026",,,1,42,
EV-20260101-JERUKS-19,JERUKSAWIT 4,Perpanjang Promo DP 7 Juta All In,"Rabu, 04 Februari 2026",,,5,47,
EV-20260101-JERUKS-19,JERUKSAWIT 4,Perpanjang Promo DP 7 Juta All In,"Kamis, 05 Februari 2026",,,5,52,
EV-20260101-JERUKS-19,JERUKSAWIT 4,Perpanjang Promo DP 7 Juta All In,"Jumat, 06 Februari 2026",,,2,54,
EV-20260101-JERUKS-19,JERUKSAWIT 4,Perpanjang Promo DP 7 Juta All In,"Sabtu, 07 Februari 2026",,,0,54,
EV-20260101-JERUKS-19,JERUKSAWIT 4,Perpanjang Promo DP 7 Juta All In,"Minggu, 08 Februari 2026",,,2,56,
EV-20260101-JERUKS-19,JERUKSAWIT 4,Perpanjang Promo DP 7 Juta All In,"Senin, 09 Februari 2026",,,5,61,
EV-20260101-JERUKS-19,JERUKSAWIT 4,Perpanjang Promo DP 7 Juta All In,"Selasa, 10 Februari 2026",,,3,64,
EV-20260101-JERUKS-19,JERUKSAWIT 4,Perpanjang Promo DP 7 Juta All In,"Rabu, 11 Februari 2026",,,2,66,
EV-20260101-JERUKS-19,JERUKSAWIT 4,Perpanjang Promo DP 7 Juta All In,"Kamis, 12 Februari 2026",,,2,68,
EV-20260101-JERUKS-19,JERUKSAWIT 4,Perpanjang Promo DP 7 Juta All In,"Jumat, 13 Februari 2026",,,0,68,
EV-20260101-JERUKS-19,JERUKSAWIT 4,Perpanjang Promo DP 7 Juta All In,"Sabtu, 14 Februari 2026",,,2,70,
EV-20260101-JERUKS-19,JERUKSAWIT 4,Perpanjang Promo DP 7 Juta All In,"Minggu, 15 Februari 2026",,,2,72,
EV-20260101-JERUKS-19,JERUKSAWIT 4,Perpanjang Promo DP 7 Juta All In,"Senin, 16 Februari 2026",,,0,72,
EV-20260101-JERUKS-19,JERUKSAWIT 4,Perpanjang Promo DP 7 Juta All In,"Selasa, 17 Februari 2026",,,0,72,
EV-20260101-JERUKS-19,JERUKSAWIT 4,Perpanjang Promo DP 7 Juta All In,"Rabu, 18 Februari 2026",,,2,74,
EV-20260101-JERUKS-19,JERUKSAWIT 4,Perpanjang Promo DP 7 Juta All In,"Kamis, 19 Februari 2026",,,2,76,
EV-20260101-JERUKS-19,JERUKSAWIT 4,Perpanjang Promo DP 7 Juta All In,"Jumat, 20 Februari 2026",,,0,76,
EV-20260101-JERUKS-19,JERUKSAWIT 4,Perpanjang Promo DP 7 Juta All In,"Sabtu, 21 Februari 2026",,,2,78,
EV-20260101-JERUKS-19,JERUKSAWIT 4,Perpanjang Promo DP 7 Juta All In,"Minggu, 22 Februari 2026",,,3,81,
EV-20260101-JERUKS-19,JERUKSAWIT 4,Perpanjang Promo DP 7 Juta All In,"Senin, 23 Februari 2026",,,4,85,
EV-20260101-JERUKS-19,JERUKSAWIT 4,Perpanjang Promo DP 7 Juta All In,"Selasa, 24 Februari 2026",,,0,85,
EV-20260101-JERUKS-19,JERUKSAWIT 4,Perpanjang Promo DP 7 Juta All In,"Rabu, 25 Februari 2026",,,0,85,
EV-20260101-JERUKS-19,JERUKSAWIT 4,Perpanjang Promo DP 7 Juta All In,"Kamis, 26 Februari 2026",,,0,85,
EV-20260101-JERUKS-19,JERUKSAWIT 4,Perpanjang Promo DP 7 Juta All In,"Jumat, 27 Februari 2026",,,,,
EV-20260101-JERUKS-19,JERUKSAWIT 4,Perpanjang Promo DP 7 Juta All In,"Sabtu, 28 Februari 2026",,,,,
EV-20260101-MADIUN-04,MADIUN 2 PERLUASAN,Tutup Atap Belakang,"Kamis, 26 Februari 2026",,,1,34,
EV-20260101-MADIUN-04,MADIUN 2 PERLUASAN,Tutup Atap Belakang,"Jumat, 27 Februari 2026",,,0,34,
EV-20260101-MADIUN-04,MADIUN 2 PERLUASAN,Tutup Atap Belakang,"Sabtu, 28 Februari 2026",,,,,
EV-20260204-MADIUN-24,MADIUN 2 PERLUASAN,Brosur,"Kamis, 26 Februari 2026",,,0,2,
EV-20260204-MADIUN-24,MADIUN 2 PERLUASAN,Brosur,"Jumat, 27 Februari 2026",,,0,2,
EV-20260204-MADIUN-24,MADIUN 2 PERLUASAN,Brosur,"Sabtu, 28 Februari 2026",,,,,
EV-20260202-TEGAL-26,TEGAL,Promo DP 7 JT Cashback 2JT Kavling Selain Blok A,"Minggu, 01 Maret 2026",,,4,4,
EV-20260202-TEGAL-26,TEGAL,Promo DP 7 JT Cashback 2JT Kavling Selain Blok A,"Senin, 02 Maret 2026",,,4,8,
EV-20260202-TEGAL-26,TEGAL,Promo DP 7 JT Cashback 2JT Kavling Selain Blok A,"Selasa, 03 Maret 2026",,,6,14,
EV-20260202-TEGAL-26,TEGAL,Promo DP 7 JT Cashback 2JT Kavling Selain Blok A,"Rabu, 04 Maret 2026",,,4,18,
EV-20260202-TEGAL-26,TEGAL,Promo DP 7 JT Cashback 2JT Kavling Selain Blok A,"Kamis, 05 Maret 2026",,,4,22,
EV-20260202-TEGAL-26,TEGAL,Promo DP 7 JT Cashback 2JT Kavling Selain Blok A,"Jumat, 06 Maret 2026",,,5,27,
EV-20260202-TEGAL-26,TEGAL,Promo DP 7 JT Cashback 2JT Kavling Selain Blok A,"Sabtu, 07 Maret 2026",,,5,32,
EV-20260202-TEGAL-26,TEGAL,Promo DP 7 JT Cashback 2JT Kavling Selain Blok A,"Minggu, 08 Maret 2026",,,5,37,
EV-20260202-TEGAL-26,TEGAL,Promo DP 7 JT Cashback 2JT Kavling Selain Blok A,"Senin, 09 Maret 2026",,,6,43,
EV-20260202-TEGAL-26,TEGAL,Promo DP 7 JT Cashback 2JT Kavling Selain Blok A,"Selasa, 10 Maret 2026",,,6,49,
EV-20260202-TEGAL-26,TEGAL,Promo DP 7 JT Cashback 2JT Kavling Selain Blok A,"Rabu, 11 Maret 2026",,,7,56,
EV-20260202-TEGAL-26,TEGAL,Promo DP 7 JT Cashback 2JT Kavling Selain Blok A,"Kamis, 12 Maret 2026",,,5,61,
EV-20260202-TEGAL-26,TEGAL,Promo DP 7 JT Cashback 2JT Kavling Selain Blok A,"Jumat, 13 Maret 2026",,,3,64,
EV-20260202-TEGAL-26,TEGAL,Promo DP 7 JT Cashback 2JT Kavling Selain Blok A,"Sabtu, 14 Maret 2026",,,3,67,
EV-20260202-TEGAL-26,TEGAL,Promo DP 7 JT Cashback 2JT Kavling Selain Blok A,"Minggu, 15 Maret 2026",,,4,71,
EV-20260202-TEGAL-26,TEGAL,Promo DP 7 JT Cashback 2JT Kavling Selain Blok A,"Senin, 16 Maret 2026",,,5,76,
EV-20260202-TEGAL-26,TEGAL,Promo DP 7 JT Cashback 2JT Kavling Selain Blok A,"Selasa, 17 Maret 2026",,,6,82,
EV-20260202-TEGAL-26,TEGAL,Promo DP 7 JT Cashback 2JT Kavling Selain Blok A,"Rabu, 18 Maret 2026",,,5,87,
EV-20260202-TEGAL-26,TEGAL,Promo DP 7 JT Cashback 2JT Kavling Selain Blok A,"Kamis, 19 Maret 2026",,,4,91,
EV-20260202-TEGAL-26,TEGAL,Promo DP 7 JT Cashback 2JT Kavling Selain Blok A,"Jumat, 20 Maret 2026",,,3,94,
EV-20260202-TEGAL-26,TEGAL,Promo DP 7 JT Cashback 2JT Kavling Selain Blok A,"Sabtu, 21 Maret 2026",,,3,97,
EV-20260202-TEGAL-26,TEGAL,Promo DP 7 JT Cashback 2JT Kavling Selain Blok A,"Minggu, 22 Maret 2026",,,4,101,
EV-20260202-TEGAL-26,TEGAL,Promo DP 7 JT Cashback 2JT Kavling Selain Blok A,"Senin, 23 Maret 2026",,,4,105,
EV-20260202-TEGAL-26,TEGAL,Promo DP 7 JT Cashback 2JT Kavling Selain Blok A,"Selasa, 24 Maret 2026",,,5,110,
EV-20260202-TEGAL-26,TEGAL,Promo DP 7 JT Cashback 2JT Kavling Selain Blok A,"Rabu, 25 Maret 2026",,,4,114,
EV-20260202-TEGAL-26,TEGAL,Promo DP 7 JT Cashback 2JT Kavling Selain Blok A,"Kamis, 26 Maret 2026",,,5,119,
EV-20260202-TEGAL-26,TEGAL,Promo DP 7 JT Cashback 2JT Kavling Selain Blok A,"Jumat, 27 Maret 2026",,,4,123,
EV-20260202-TEGAL-26,TEGAL,Promo DP 7 JT Cashback 2JT Kavling Selain Blok A,"Sabtu, 28 Maret 2026",,,4,127,
EV-20260202-TEGAL-26,TEGAL,Promo DP 7 JT Cashback 2JT Kavling Selain Blok A,"Minggu, 29 Maret 2026",,,3,130,
